entity,code,year,illiteracy_rate,literacy_rate
Upper-middle-income countries,OWID_UMC,1992,17.800003,82.2
Upper-middle-income countries,OWID_UMC,1993,17.260002,82.74
Upper-middle-income countries,OWID_UMC,1994,16.739998,83.26
Upper-middle-income countries,OWID_UMC,1995,16.169998,83.83
Upper-middle-income countries,OWID_UMC,1996,15.68,84.32
Upper-middle-income countries,OWID_UMC,1997,11.389999,88.61
Upper-middle-income countries,OWID_UMC,1998,10.980003,89.02
Upper-middle-income countries,OWID_UMC,1999,10.620003,89.38
Upper-middle-income countries,OWID_UMC,2000,10.209999,89.79
Upper-middle-income countries,OWID_UMC,2001,9.879997,90.12
Upper-middle-income countries,OWID_UMC,2002,9.529999,90.47
Upper-middle-income countries,OWID_UMC,2003,9.07,90.93
Upper-middle-income countries,OWID_UMC,2004,8.720001,91.28
Upper-middle-income countries,OWID_UMC,2005,8.459999,91.54
Upper-middle-income countries,OWID_UMC,2006,8.160004,91.84
Upper-middle-income countries,OWID_UMC,2007,7.1500015,92.85
Upper-middle-income countries,OWID_UMC,2008,6.720001,93.28
Upper-middle-income countries,OWID_UMC,2009,6.3399963,93.66
Upper-middle-income countries,OWID_UMC,2010,6.2300034,93.77
Upper-middle-income countries,OWID_UMC,2011,6.010002,93.99
Upper-middle-income countries,OWID_UMC,2012,5.7300034,94.27
Upper-middle-income countries,OWID_UMC,2013,5.6299973,94.37
Upper-middle-income countries,OWID_UMC,2014,5.25,94.75
Upper-middle-income countries,OWID_UMC,2015,5.1100006,94.89
Upper-middle-income countries,OWID_UMC,2016,4.8799973,95.12
Upper-middle-income countries,OWID_UMC,2017,4.8399963,95.16
Upper-middle-income countries,OWID_UMC,2018,4.6800003,95.32
Upper-middle-income countries,OWID_UMC,2019,4.3799973,95.62
Upper-middle-income countries,OWID_UMC,2020,4.2699966,95.73
Upper-middle-income countries,OWID_UMC,2021,4.239998,95.76
Upper-middle-income countries,OWID_UMC,2022,4.0899963,95.91
Upper-middle-income countries,OWID_UMC,2023,3.959999,96.04
Upper-middle-income countries,OWID_UMC,2024,3.8300018,96.17
Uruguay,URY,1950,17.5,82.5
Uruguay,URY,1975,6.1399994,93.86
Uruguay,URY,1985,4.6200027,95.38
Uruguay,URY,1996,3.2200012,96.78
Uruguay,URY,2006,2.209999,97.79
Uruguay,URY,2007,2.1399994,97.86
Uruguay,URY,2008,1.8399963,98.16
Uruguay,URY,2009,1.7399979,98.26
Uruguay,URY,2010,1.9300003,98.07
Uruguay,URY,2011,1.6600037,98.34
Uruguay,URY,2012,1.5999985,98.4
Uruguay,URY,2013,1.6399994,98.36
Uruguay,URY,2014,1.5599976,98.44
Uruguay,URY,2015,1.4800034,98.52
Uruguay,URY,2016,1.4400024,98.56
Uruguay,URY,2017,1.3799973,98.62
Uruguay,URY,2018,1.300003,98.7
Uruguay,URY,2019,1.2300034,98.77
Uruguay,URY,2020,1.0403824,98.95962
Uruguay,URY,2022,1.1500015,98.85
Uruguay,URY,2023,1.1745071,98.82549
Uruguay,URY,2024,1.0899963,98.91
Uzbekistan,UZB,2000,1.3600006,98.64
Uzbekistan,UZB,2013,0.010002136,99.99
Uzbekistan,UZB,2014,0.019996643,99.98
Uzbekistan,UZB,2015,0.019996643,99.98
Uzbekistan,UZB,2016,0.010002136,99.99
Uzbekistan,UZB,2018,0.010002136,99.99
Uzbekistan,UZB,2019,0.0,100.0
Uzbekistan,UZB,2021,0.0,100.0
Uzbekistan,UZB,2022,0.0,100.0
Vanuatu,VUT,1950,67.5,32.5
Vanuatu,VUT,1979,47.13,52.87
Vanuatu,VUT,1999,26.0,74.0
Vanuatu,VUT,2019,7.525551,92.47445
Vanuatu,VUT,2020,10.206902,89.7931
Vanuatu,VUT,2023,12.040001,87.96
Venezuela,VEN,1950,47.5,52.5
Venezuela,VEN,1981,15.269997,84.73
Venezuela,VEN,1990,10.169998,89.83
Venezuela,VEN,2001,7.0199966,92.98
Venezuela,VEN,2005,5.6292953,94.370705
Venezuela,VEN,2006,5.337929,94.66207
Venezuela,VEN,2007,4.8499985,95.15
Venezuela,VEN,2008,4.688301,95.3117
Venezuela,VEN,2009,4.489998,95.51
Venezuela,VEN,2010,4.607582,95.39242
Venezuela,VEN,2011,5.2300034,94.77
Venezuela,VEN,2012,4.0128098,95.98719
Venezuela,VEN,2015,3.3899994,96.61
Venezuela,VEN,2016,2.8700027,97.13
Venezuela,VEN,2017,2.8162842,97.183716
Vietnam,VNM,1950,82.5,17.5
Vietnam,VNM,1979,16.169998,83.83
Vietnam,VNM,1989,12.400002,87.6
Vietnam,VNM,1999,9.720001,90.28
Vietnam,VNM,2000,9.839996,90.16
Vietnam,VNM,2009,6.4800034,93.52
Vietnam,VNM,2019,4.25,95.75
Vietnam,VNM,2022,3.8700027,96.13
Wallis and Futuna,WLF,2018,0.6794739,99.320526
Wallis and Futuna,WLF,2019,0.6865845,99.313416
Wallis and Futuna,WLF,2020,3.449997,96.55
Wallis and Futuna,WLF,2023,0.5642395,99.43576
Western Europe (Buringh and van Zanden),,1475,88.0,12.0
Western Europe (Buringh and van Zanden),,1550,82.0,18.0
Western Europe (Buringh and van Zanden),,1650,75.0,25.0
Western Europe (Buringh and van Zanden),,1750,69.0,31.0
World,OWID_WRL,1820,87.95331,12.046689
World,OWID_WRL,1870,81.259445,18.740555
World,OWID_WRL,1880,80.371544,19.628456
World,OWID_WRL,1890,79.48364,20.516357
World,OWID_WRL,1900,78.59574,21.404259
World,OWID_WRL,1910,73.5544,26.445602
World,OWID_WRL,1920,68.37684,31.623163
World,OWID_WRL,1930,67.47237,32.52763
World,OWID_WRL,1940,58.120777,41.879223
World,OWID_WRL,1950,64.04062,35.959377
World,OWID_WRL,1960,58.379623,41.620377
World,OWID_WRL,1975,34.58,65.42
World,OWID_WRL,1976,34.43,65.57
World,OWID_WRL,1977,34.120003,65.88
World,OWID_WRL,1978,33.5,66.5
World,OWID_WRL,1979,32.85,67.15
World,OWID_WRL,1980,32.239998,67.76
World,OWID_WRL,1981,31.650002,68.35
World,OWID_WRL,1982,31.07,68.93
World,OWID_WRL,1983,30.510002,69.49
World,OWID_WRL,1984,29.849998,70.15
World,OWID_WRL,1985,29.269997,70.73
World,OWID_WRL,1986,28.730003,71.27
World,OWID_WRL,1987,28.059998,71.94
World,OWID_WRL,1988,26.449997,73.55
World,OWID_WRL,1989,25.93,74.07
World,OWID_WRL,1990,25.370003,74.63
World,OWID_WRL,1991,24.940002,75.06
World,OWID_WRL,1992,24.489998,75.51
World,OWID_WRL,1993,24.029999,75.97
World,OWID_WRL,1994,23.580002,76.42
World,OWID_WRL,1995,23.129997,76.87
World,OWID_WRL,1996,22.699997,77.3
World,OWID_WRL,1997,20.699997,79.3
World,OWID_WRL,1998,19.480003,80.52
World,OWID_WRL,1999,19.099998,80.9
World,OWID_WRL,2000,18.879997,81.12
World,OWID_WRL,2001,18.629997,81.37
World,OWID_WRL,2002,18.260002,81.74
World,OWID_WRL,2003,17.779999,82.22
World,OWID_WRL,2004,17.440002,82.56
World,OWID_WRL,2005,17.43,82.57
World,OWID_WRL,2006,17.470001,82.53
World,OWID_WRL,2007,16.879997,83.12
World,OWID_WRL,2008,16.519997,83.48
World,OWID_WRL,2009,16.199997,83.8
World,OWID_WRL,2010,15.629997,84.37
World,OWID_WRL,2011,15.290001,84.71
World,OWID_WRL,2012,15.089996,84.91
World,OWID_WRL,2013,14.790001,85.21
World,OWID_WRL,2014,14.440002,85.56
World,OWID_WRL,2015,14.040001,85.96
World,OWID_WRL,2016,13.720001,86.28
World,OWID_WRL,2017,13.529999,86.47
World,OWID_WRL,2018,13.239998,86.76
World,OWID_WRL,2019,13.209999,86.79
World,OWID_WRL,2020,13.019997,86.98
World,OWID_WRL,2021,12.830002,87.17
World,OWID_WRL,2022,12.610001,87.39
World,OWID_WRL,2023,12.419998,87.58
World,OWID_WRL,2024,12.260002,87.74
Yemen,YEM,1950,97.0,3.0
Yemen,YEM,1994,62.91,37.09
Yugoslavia,OWID_YGS,1931,44.6,55.4
Yugoslavia,OWID_YGS,1948,25.4,74.6
Yugoslavia,OWID_YGS,1950,27.5,72.5
Zambia,ZMB,1950,77.5,22.5
Zambia,ZMB,1990,35.0,65.0
Zambia,ZMB,1999,32.0,68.0
Zambia,ZMB,2002,30.849998,69.15
Zambia,ZMB,2010,16.86,83.14
Zambia,ZMB,2018,28.870003,71.13
Zambia,ZMB,2020,18.246994,81.753006
Zambia,ZMB,2021,20.050537,79.94946
Zambia,ZMB,2022,20.015854,79.984146
Zambia,ZMB,2024,28.230003,71.77
Zanzibar,OWID_ZAN,1950,92.5,7.5
Zimbabwe,ZWE,1950,77.5,22.5
Zimbabwe,ZWE,1982,22.21,77.79
Zimbabwe,ZWE,1992,16.489998,83.51
Zimbabwe,ZWE,2019,6.7699966,93.23
