Country,Country_Code,Year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Syria,SYR,2006,,89.05,Asia
Syria,SYR,2021,98.35,98.44,Asia
Tajikistan,TJK,1989,99.74,99.67,Asia
Tajikistan,TJK,2000,99.84,99.85,Asia
Tajikistan,TJK,2003,99.49513,98.74291,Asia
Tajikistan,TJK,2007,99.45501,98.35114,Asia
Tajikistan,TJK,2009,100.0,100.0,Asia
Tajikistan,TJK,2012,,100.0,Asia
Tajikistan,TJK,2017,100.0,96.42,Asia
Tajikistan,TJK,2023,,98.31,Asia
Tanzania,TZA,1988,86.2,77.87,Africa
Tanzania,TZA,2002,80.92,76.2,Africa
Tanzania,TZA,2012,87.17,84.85,Africa
Tanzania,TZA,2014,89.85196,87.81916,Africa
Tanzania,TZA,2015,87.01,84.64,Africa
Tanzania,TZA,2020,86.98013,88.07789,Africa
Tanzania,TZA,2022,88.81,85.13,Africa
Thailand,THA,1980,97.57,96.17,Asia
Thailand,THA,2000,98.1,97.85,Asia
Thailand,THA,2005,98.22,97.88,Asia
Thailand,THA,2010,96.64,96.55,Asia
Thailand,THA,2013,97.98,98.65,Asia
Thailand,THA,2015,98.0,98.29,Asia
Thailand,THA,2016,97.36,97.64,Asia
Thailand,THA,2018,97.69,98.59,Asia
Thailand,THA,2019,98.47,98.58,Asia
Thailand,THA,2022,97.94,98.43,Asia
Togo,TGO,2000,83.79,63.55,Africa
Togo,TGO,2006,84.86,67.92,Africa
Togo,TGO,2009,87.63,74.56,Africa
Togo,TGO,2010,86.4,69.16,Africa
Togo,TGO,2011,86.92,72.71,Africa
Togo,TGO,2014,88.61,67.68,Africa
Togo,TGO,2015,89.67,78.37,Africa
Togo,TGO,2017,89.44,74.74,Africa
Togo,TGO,2019,92.08,84.01,Africa
Togo,TGO,2022,93.33,87.65,Africa
Tokelau,TKL,2022,,100.0,Oceania
Tonga,TON,1976,99.84,99.8,Oceania
Tonga,TON,1996,99.27,99.35,Oceania
Tonga,TON,2006,99.3,99.56,Oceania
Tonga,TON,2011,99.37,99.51,Oceania
Tonga,TON,2016,98.16,98.48,Oceania
Tonga,TON,2018,100.0,100.0,Oceania
Tonga,TON,2019,99.92,99.87,Oceania
Tonga,TON,2023,99.64,99.79,Oceania
Trinidad and Tobago,TTO,1980,99.2,99.24,North America
Trinidad and Tobago,TTO,1990,99.3,99.3,North America
Trinidad and Tobago,TTO,2006,,99.18,North America
Trinidad and Tobago,TTO,2022,89.05,99.73,North America
Tunisia,TUN,1984,85.74,62.52,Africa
Tunisia,TUN,2004,96.4,92.24,Africa
Tunisia,TUN,2007,97.84,94.72,Africa
Tunisia,TUN,2008,98.13,95.49,Africa
Tunisia,TUN,2010,98.21,96.09,Africa
Tunisia,TUN,2011,98.24,96.32,Africa
Tunisia,TUN,2012,97.97,95.72,Africa
Tunisia,TUN,2014,96.61,95.8,Africa
Tunisia,TUN,2018,98.38,97.54,Africa
Tunisia,TUN,2019,97.15,96.5,Africa
Tunisia,TUN,2021,98.84,99.05,Africa
Tunisia,TUN,2023,98.19,98.13,Africa
Turkey,TUR,1975,90.75,68.25,Asia
Turkey,TUR,1980,93.62,75.24,Asia
Turkey,TUR,1985,95.68,85.96,Asia
Turkey,TUR,1990,96.57,88.39,Asia
Turkey,TUR,2004,98.02,93.3,Asia
Turkey,TUR,2005,98.36,93.96,Asia
Turkey,TUR,2006,98.37,94.12,Asia
Turkey,TUR,2007,98.58,94.29,Asia
Turkey,TUR,2009,99.02,96.57,Asia
Turkey,TUR,2010,99.21,97.2,Asia
Turkey,TUR,2011,99.45,97.94,Asia
Turkey,TUR,2012,99.59,98.41,Asia
Turkey,TUR,2013,99.69,98.74,Asia
Turkey,TUR,2014,99.75,98.95,Asia
Turkey,TUR,2015,99.81,99.17,Asia
Turkey,TUR,2016,99.86,99.37,Asia
Turkey,TUR,2017,99.91,99.59,Asia
Turkey,TUR,2018,100.0,98.8,Asia
Turkey,TUR,2019,99.96,99.85,Asia
Turkey,TUR,2021,99.98,99.94,Asia
Turkey,TUR,2022,92.57,91.87,Asia
Turkmenistan,TKM,1995,99.81,99.81,Asia
Turkmenistan,TKM,2015,,99.83,Asia
Turkmenistan,TKM,2019,,99.98,Asia
Turkmenistan,TKM,2022,99.9,99.9,Asia
Turks and Caicos Islands,TCA,2020,99.88,100.0,North America
Tuvalu,TUV,2019,99.1,98.51,Oceania
Tuvalu,TUV,2022,100.0,100.0,Oceania
Uganda,UGA,1991,77.22,63.12,Africa
Uganda,UGA,2002,85.96,76.18,Africa
Uganda,UGA,2006,87.27,81.13,Africa
Uganda,UGA,2010,89.64,85.47,Africa
Uganda,UGA,2012,85.76,81.65,Africa
Uganda,UGA,2014,81.57,79.17,Africa
Uganda,UGA,2016,81.42,78.19,Africa
Uganda,UGA,2021,90.11857,89.19264,Africa
Uganda,UGA,2023,89.38,90.49,Africa
Uganda,UGA,2024,84.27,85.94,Africa
Ukraine,UKR,2001,99.78,99.83,Europe
Ukraine,UKR,2005,,100.0,Europe
United Arab Emirates,ARE,1975,65.51,56.28,Asia
United Arab Emirates,ARE,1985,81.01,84.51,Asia
United Arab Emirates,ARE,2005,93.63,97.0,Asia
United Arab Emirates,ARE,2019,97.75,99.22,Asia
United Arab Emirates,ARE,2021,99.72,99.59,Asia
United Arab Emirates,ARE,2022,99.74,99.56,Asia
United Arab Emirates,ARE,2023,99.57,99.51,Asia
United Arab Emirates,ARE,2024,99.64,99.55,Asia
Upper-middle-income countries,OWID_UMC,1974,90.81,76.01,
Upper-middle-income countries,OWID_UMC,1975,90.8,76.11,
Upper-middle-income countries,OWID_UMC,1976,90.88,76.47,
Upper-middle-income countries,OWID_UMC,1977,90.95,76.86,
Upper-middle-income countries,OWID_UMC,1978,91.43,78.42,
Upper-middle-income countries,OWID_UMC,1979,91.99,79.97,
Upper-middle-income countries,OWID_UMC,1980,92.35,81.51,
Upper-middle-income countries,OWID_UMC,1981,92.68,82.9,
Upper-middle-income countries,OWID_UMC,1982,92.9,84.03,
Upper-middle-income countries,OWID_UMC,1983,93.18,85.19,
Upper-middle-income countries,OWID_UMC,1984,93.52,86.33,
Upper-middle-income countries,OWID_UMC,1985,93.76,87.12,
Upper-middle-income countries,OWID_UMC,1986,94.0,87.86,
Upper-middle-income countries,OWID_UMC,1987,94.65,88.95,
Upper-middle-income countries,OWID_UMC,1988,95.06,90.74,
Upper-middle-income countries,OWID_UMC,1989,95.14,91.15,
Upper-middle-income countries,OWID_UMC,1990,95.3,91.7,
Upper-middle-income countries,OWID_UMC,1991,95.56,92.19,
Upper-middle-income countries,OWID_UMC,1992,95.77,92.61,
Upper-middle-income countries,OWID_UMC,1993,95.99,93.01,
Upper-middle-income countries,OWID_UMC,1994,96.2,93.43,
Upper-middle-income countries,OWID_UMC,1995,96.43,93.9,
Upper-middle-income countries,OWID_UMC,1996,96.54,94.27,
Upper-middle-income countries,OWID_UMC,1997,97.59,96.67,
Upper-middle-income countries,OWID_UMC,1998,97.64,96.79,
Upper-middle-income countries,OWID_UMC,1999,97.7,96.96,
Upper-middle-income countries,OWID_UMC,2000,97.79,97.05,
Upper-middle-income countries,OWID_UMC,2001,97.86,97.19,
Upper-middle-income countries,OWID_UMC,2002,98.0,97.38,
Upper-middle-income countries,OWID_UMC,2003,98.24,97.67,
Upper-middle-income countries,OWID_UMC,2004,98.32,97.84,
Upper-middle-income countries,OWID_UMC,2005,98.39,97.97,
Upper-middle-income countries,OWID_UMC,2006,98.25,97.81,
Upper-middle-income countries,OWID_UMC,2007,98.43,98.1,
Upper-middle-income countries,OWID_UMC,2008,98.79,98.55,
Upper-middle-income countries,OWID_UMC,2009,98.82,98.63,
Upper-middle-income countries,OWID_UMC,2010,98.7,98.61,
Upper-middle-income countries,OWID_UMC,2011,98.8,98.66,
Upper-middle-income countries,OWID_UMC,2012,98.92,98.76,
Upper-middle-income countries,OWID_UMC,2013,98.94,98.83,
Upper-middle-income countries,OWID_UMC,2014,99.13,99.03,
Upper-middle-income countries,OWID_UMC,2015,99.14,99.06,
Upper-middle-income countries,OWID_UMC,2016,99.18,99.13,
Upper-middle-income countries,OWID_UMC,2017,99.08,99.1,
Upper-middle-income countries,OWID_UMC,2018,99.09,99.12,
Upper-middle-income countries,OWID_UMC,2019,99.22,99.25,
Upper-middle-income countries,OWID_UMC,2020,99.23,99.26,
Upper-middle-income countries,OWID_UMC,2021,99.2,99.25,
Upper-middle-income countries,OWID_UMC,2022,99.2,99.27,
Upper-middle-income countries,OWID_UMC,2023,99.21,99.29,
Upper-middle-income countries,OWID_UMC,2024,99.26,99.33,
Uruguay,URY,1975,97.74,98.84,South America
Uruguay,URY,1985,98.26,99.0,South America
Uruguay,URY,1996,98.15,99.02,South America
Uruguay,URY,2006,98.31,99.11,South America
Uruguay,URY,2007,98.49,99.02,South America
Uruguay,URY,2008,98.63,99.32,South America
Uruguay,URY,2009,98.5,99.22,South America
Uruguay,URY,2010,98.36,99.23,South America
Uruguay,URY,2011,98.61,99.12,South America
Uruguay,URY,2012,98.63,99.3,South America
Uruguay,URY,2013,98.56,99.31,South America
Uruguay,URY,2014,98.31,99.39,South America
Uruguay,URY,2015,98.64,99.23,South America
Uruguay,URY,2016,98.87,99.44,South America
Uruguay,URY,2017,98.56,99.32,South America
Uruguay,URY,2018,98.6,99.17,South America
Uruguay,URY,2019,98.74,99.32,South America
Uruguay,URY,2020,98.78699,99.36902,South America
Uruguay,URY,2021,99.1,99.2,South America
Uruguay,URY,2022,98.9,99.38,South America
Uruguay,URY,2023,98.7,99.4,South America
Uruguay,URY,2024,98.85,99.2,South America
Uzbekistan,UZB,2000,99.85,99.89,Asia
Uzbekistan,UZB,2006,,100.0,Asia
Uzbekistan,UZB,2013,100.0,100.0,Asia
Uzbekistan,UZB,2014,100.0,100.0,Asia
Uzbekistan,UZB,2015,100.0,100.0,Asia
Uzbekistan,UZB,2016,100.0,100.0,Asia
Uzbekistan,UZB,2018,100.0,100.0,Asia
Uzbekistan,UZB,2019,100.0,100.0,Asia
Uzbekistan,UZB,2021,100.0,100.0,Asia
Uzbekistan,UZB,2022,100.0,100.0,Asia
Vanuatu,VUT,1979,75.74,67.64,Oceania
Vanuatu,VUT,2019,96.02108,96.81652,Oceania
Vanuatu,VUT,2020,88.4881,88.833786,Oceania
Vanuatu,VUT,2023,93.36,94.51,Oceania
Venezuela,VEN,1981,92.33,93.89,South America
Venezuela,VEN,1990,94.52,96.36,South America
Venezuela,VEN,2000,96.9,98.2,South America
Venezuela,VEN,2001,96.33,98.07,South America
Venezuela,VEN,2002,97.2,98.4,South America
Venezuela,VEN,2003,97.2,98.5,South America
Venezuela,VEN,2004,97.7,98.6,South America
Venezuela,VEN,2005,97.6,98.5,South America
Venezuela,VEN,2006,97.8,98.8,South America
Venezuela,VEN,2007,97.97,98.84,South America
Venezuela,VEN,2008,98.1,98.9,South America
Venezuela,VEN,2009,98.27,98.8,South America
Venezuela,VEN,2010,98.1,98.8,South America
Venezuela,VEN,2011,96.89,98.24,South America
Venezuela,VEN,2012,98.6,99.1,South America
Venezuela,VEN,2013,98.5,98.9,South America
Venezuela,VEN,2014,98.6,99.2,South America
Venezuela,VEN,2015,98.71,99.32,South America
Venezuela,VEN,2016,98.44,99.09,South America
Venezuela,VEN,2017,98.36817,99.23415,South America
Vietnam,VNM,1979,96.11,94.02,Asia
Vietnam,VNM,1989,94.08,93.4,Asia
Vietnam,VNM,1999,94.76,94.3,Asia
Vietnam,VNM,2000,95.59,94.06,Asia
Vietnam,VNM,2006,,100.0,Asia
Vietnam,VNM,2009,97.4,96.78,Asia
Vietnam,VNM,2014,,98.81,Asia
Vietnam,VNM,2019,98.71,98.54,Asia
Vietnam,VNM,2020,97.48,98.97,Asia
Vietnam,VNM,2022,98.96,99.14,Asia
Wallis and Futuna,WLF,2018,100.0,100.0,Oceania
Wallis and Futuna,WLF,2019,100.0,100.0,Oceania
Wallis and Futuna,WLF,2020,98.42,99.06,Oceania
Wallis and Futuna,WLF,2023,100.0,100.0,Oceania
World,OWID_WRL,1975,82.65,67.14,
World,OWID_WRL,1976,82.64,67.25,
World,OWID_WRL,1977,82.74,67.67,
World,OWID_WRL,1978,83.04,68.63,
World,OWID_WRL,1979,83.41,69.66,
World,OWID_WRL,1980,83.62,70.61,
World,OWID_WRL,1981,83.82,71.5,
World,OWID_WRL,1982,84.02,72.36,
World,OWID_WRL,1983,84.18,73.12,
World,OWID_WRL,1984,84.44,74.03,
World,OWID_WRL,1985,84.7,74.83,
World,OWID_WRL,1986,84.95,75.57,
World,OWID_WRL,1987,85.49,76.54,
World,OWID_WRL,1988,86.42,76.88,
World,OWID_WRL,1989,86.64,77.44,
World,OWID_WRL,1990,86.86,78.08,
World,OWID_WRL,1991,87.07,78.6,
World,OWID_WRL,1992,87.38,79.04,
World,OWID_WRL,1993,87.71,79.41,
World,OWID_WRL,1994,87.88,79.9,
World,OWID_WRL,1995,88.04,80.4,
World,OWID_WRL,1996,88.18,80.88,
World,OWID_WRL,1997,88.69,82.17,
World,OWID_WRL,1998,89.7,82.84,
World,OWID_WRL,1999,89.87,83.35,
World,OWID_WRL,2000,89.87,83.42,
World,OWID_WRL,2001,89.97,83.9,
World,OWID_WRL,2002,90.41,84.41,
World,OWID_WRL,2003,90.85,84.9,
World,OWID_WRL,2004,91.02,85.43,
World,OWID_WRL,2005,91.4,85.47,
World,OWID_WRL,2006,90.92,85.51,
World,OWID_WRL,2007,91.09,86.03,
World,OWID_WRL,2008,91.41,86.56,
World,OWID_WRL,2009,91.52,86.93,
World,OWID_WRL,2010,91.9,87.33,
World,OWID_WRL,2011,92.09,87.93,
World,OWID_WRL,2012,92.34,88.34,
World,OWID_WRL,2013,92.69,88.95,
World,OWID_WRL,2014,92.79,89.34,
World,OWID_WRL,2015,92.94,89.76,
World,OWID_WRL,2016,93.01,90.08,
World,OWID_WRL,2017,93.1,90.3,
World,OWID_WRL,2018,93.15,90.41,
World,OWID_WRL,2019,93.9,91.11,
World,OWID_WRL,2020,93.94,91.27,
World,OWID_WRL,2021,93.99,91.46,
World,OWID_WRL,2022,94.0,91.63,
World,OWID_WRL,2023,94.06,91.83,
World,OWID_WRL,2024,94.13,92.02,
Yemen,YEM,1994,82.8,35.38,Asia
Yemen,YEM,2006,,65.66,Asia
Yemen,YEM,2013,,64.08,Asia
Yemen,YEM,2023,61.76,76.92,Asia
Zambia,ZMB,1990,67.27,65.52,Africa
Zambia,ZMB,1999,72.62,66.23,Africa
Zambia,ZMB,2002,77.73,66.31,Africa
Zambia,ZMB,2010,91.2,86.51,Africa
Zambia,ZMB,2018,82.45,72.91,Africa
Zambia,ZMB,2019,86.264465,,Africa
Zambia,ZMB,2020,88.25815,83.83095,Africa
Zambia,ZMB,2021,85.34498,82.951485,Africa
Zambia,ZMB,2022,86.79978,82.18072,Africa
Zambia,ZMB,2023,86.29098,,Africa
Zambia,ZMB,2024,79.31,75.96,Africa
Zimbabwe,ZWE,1982,93.83,84.81,Africa
Zimbabwe,ZWE,1992,96.54,94.35,Africa
Zimbabwe,ZWE,2009,,95.65,Africa
Zimbabwe,ZWE,2014,,96.31,Africa
Zimbabwe,ZWE,2019,90.77,94.22,Africa
